human	chicken
ENSG00000019582	ENSGALG00000004594
ENSG00000128791	ENSGALG00000008400
ENSG00000163492	ENSGALG00000020788
ENSG00000134371	ENSGALG00000002469
ENSG00000122733	ENSGALG00000001900
ENSG00000100416	ENSGALG00000004208
ENSG00000143314	ENSGALG00000013242
ENSG00000186471	ENSGALG00000020261
ENSG00000183161	ENSGALG00000003660
ENSG00000108592	ENSGALG00000000332
ENSG00000183287	ENSGALG00000027785
ENSG00000082068	ENSGALG00000003708
ENSG00000094880	ENSGALG00000007610
ENSG00000113389	ENSGALG00000017405
ENSG00000145912	ENSGALG00000024261
ENSG00000070190	ENSGALG00000000056
ENSG00000112200	ENSGALG00000016282
ENSG00000100991	ENSGALG00000003147
ENSG00000111670	ENSGALG00000012763
ENSG00000166986	ENSGALG00000028714
ENSG00000131061	ENSGALG00000002968
ENSG00000125952	ENSGALG00000028248
ENSG00000150628	ENSGALG00000010822
ENSG00000104983	ENSGALG00000006714
ENSG00000065000	ENSGALG00000000996
ENSG00000111596	ENSGALG00000010042
ENSG00000113638	ENSGALG00000014826
ENSG00000118246	ENSGALG00000008529
ENSG00000138495	ENSGALG00000014981
ENSG00000174564	ENSGALG00000013169
ENSG00000185261	ENSGALG00000014664
ENSG00000116752	ENSGALG00000002002
ENSG00000207567	ENSGALG00000018344
ENSG00000153774	ENSGALG00000002853
ENSG00000188846	ENSGALG00000011523
ENSG00000154743	ENSGALG00000004981
ENSG00000122882	ENSGALG00000002686
ENSG00000188112	ENSGALG00000028570
ENSG00000036549	ENSGALG00000008988
ENSG00000137691	ENSGALG00000017189
ENSG00000185436	ENSGALG00000004231
ENSG00000110318	ENSGALG00000017190
ENSG00000257949	ENSGALG00000002116
ENSG00000181029	ENSGALG00000028618
ENSG00000119487	ENSGALG00000000977
ENSG00000100567	ENSGALG00000012039
ENSG00000151304	ENSGALG00000005316
ENSG00000132603	ENSGALG00000000650
ENSG00000089053	ENSGALG00000004179
ENSG00000166848	ENSGALG00000000903
ENSG00000162244	ENSGALG00000026978
ENSG00000132781	ENSGALG00000010226
ENSG00000115661	ENSGALG00000011326
ENSG00000168827	ENSGALG00000009634
ENSG00000131470	ENSGALG00000019741
ENSG00000110063	ENSGALG00000001082
ENSG00000077348	ENSGALG00000027438
ENSG00000163714	ENSGALG00000002612
ENSG00000104885	ENSGALG00000000843
ENSG00000119523	ENSGALG00000013573
ENSG00000175449	ENSGALG00000014673
ENSG00000199169	ENSGALG00000021736
ENSG00000163029	ENSGALG00000016467
ENSG00000119421	ENSGALG00000001355
ENSG00000184465	ENSGALG00000011195
ENSG00000162928	ENSGALG00000007832
ENSG00000121446	ENSGALG00000003671
ENSG00000177156	ENSGALG00000005127
ENSG00000128564	ENSGALG00000026502
ENSG00000134152	ENSGALG00000009633
ENSG00000183323	ENSGALG00000015572
ENSG00000105483	ENSGALG00000007698
ENSG00000156384	ENSGALG00000008383
ENSG00000135336	ENSGALG00000015800
ENSG00000172456	ENSGALG00000010879
ENSG00000107829	ENSGALG00000007715
ENSG00000128891	ENSGALG00000004647
ENSG00000177614	ENSGALG00000011111
ENSG00000087302	ENSGALG00000012379
ENSG00000243449	ENSGALG00000024486
ENSG00000133250	ENSGALG00000024378
ENSG00000231256	ENSGALG00000001271
ENSG00000183255	ENSGALG00000005675
ENSG00000198089	ENSGALG00000021034
ENSG00000148773	ENSGALG00000025996
ENSG00000152359	ENSGALG00000014960
ENSG00000111726	ENSGALG00000013229
ENSG00000163517	ENSGALG00000005092
ENSG00000111229	ENSGALG00000003820
ENSG00000198783	ENSGALG00000013156
ENSG00000186591	ENSGALG00000007978
ENSG00000143498	ENSGALG00000009441
ENSG00000153130	ENSGALG00000009813
ENSG00000205835	ENSGALG00000026907
ENSG00000148019	ENSGALG00000015179
ENSG00000164187	ENSGALG00000013377
ENSG00000163832	ENSGALG00000005056
ENSG00000087266	ENSGALG00000015665
ENSG00000166275	ENSGALG00000008124
ENSG00000181585	ENSGALG00000005443
ENSG00000101546	ENSGALG00000012636
ENSG00000125869	ENSGALG00000008918
ENSG00000185049	ENSGALG00000015699
ENSG00000143001	ENSGALG00000010801
ENSG00000102977	ENSGALG00000021440
ENSG00000100325	ENSGALG00000008059
ENSG00000160131	ENSGALG00000009065
ENSG00000119004	ENSGALG00000008730
ENSG00000206561	ENSGALG00000011202
ENSG00000185813	ENSGALG00000007251
ENSG00000133858	ENSGALG00000010177
ENSG00000188735	ENSGALG00000004254
ENSG00000165934	ENSGALG00000010783
ENSG00000162576	ENSGALG00000001561
ENSG00000169972	ENSGALG00000001714
ENSG00000185246	ENSGALG00000012468
ENSG00000140471	ENSGALG00000007112
ENSG00000064995	ENSGALG00000002735
ENSG00000108883	ENSGALG00000000988
ENSG00000157869	ENSGALG00000014931
ENSG00000162819	ENSGALG00000009413
ENSG00000022976	ENSGALG00000011368
ENSG00000171503	ENSGALG00000009442
ENSG00000132680	ENSGALG00000014652
ENSG00000174842	ENSGALG00000005959
ENSG00000196118	ENSGALG00000021212
ENSG00000182973	ENSGALG00000011494
ENSG00000148572	ENSGALG00000002959
ENSG00000158019	ENSGALG00000010039
ENSG00000178971	ENSGALG00000014822
ENSG00000242802	ENSGALG00000004471
ENSG00000188596	ENSGALG00000011459
ENSG00000137098	ENSGALG00000027127
ENSG00000115677	ENSGALG00000005823
ENSG00000120519	ENSGALG00000010006
ENSG00000186088	ENSGALG00000008312
ENSG00000150676	ENSGALG00000013247
ENSG00000125877	ENSGALG00000003250
ENSG00000198821	ENSGALG00000015441
ENSG00000144504	ENSGALG00000024040
ENSG00000187051	ENSGALG00000012132
ENSG00000119392	ENSGALG00000004738
ENSG00000165678	ENSGALG00000021262
ENSG00000049247	ENSGALG00000000556
ENSG00000159063	ENSGALG00000019042
ENSG00000073169	ENSGALG00000008694
ENSG00000239127	ENSGALG00000025689
ENSG00000134283	ENSGALG00000009547
ENSG00000136250	ENSGALG00000012097
ENSG00000128626	ENSGALG00000022193
ENSG00000106771	ENSGALG00000013138
ENSG00000100380	ENSGALG00000012007
ENSG00000147799	ENSGALG00000027752
ENSG00000175575	ENSGALG00000017318
ENSG00000198408	ENSGALG00000007697
ENSG00000207280	ENSGALG00000017879
ENSG00000046651	ENSGALG00000016576
ENSG00000175785	ENSGALG00000020392
ENSG00000160799	ENSGALG00000005487
ENSG00000124155	ENSGALG00000003909
ENSG00000077235	ENSGALG00000007387
ENSG00000214694	ENSGALG00000013221
ENSG00000135324	ENSGALG00000015838
ENSG00000176720	ENSGALG00000005772
ENSG00000133739	ENSGALG00000015817
ENSG00000203685	ENSGALG00000009219
ENSG00000127419	ENSGALG00000015368
ENSG00000162851	ENSGALG00000010651
ENSG00000104112	ENSGALG00000004766
ENSG00000181778	ENSGALG00000023357
ENSG00000128513	ENSGALG00000008740
ENSG00000100347	ENSGALG00000014194
ENSG00000132467	ENSGALG00000011553
ENSG00000166140	ENSGALG00000008460
ENSG00000113302	ENSGALG00000001409
ENSG00000163161	ENSGALG00000011515
ENSG00000168724	ENSGALG00000003387
ENSG00000130940	ENSGALG00000002888
ENSG00000198855	ENSGALG00000004858
ENSG00000103089	ENSGALG00000002775
ENSG00000265817	ENSGALG00000026753
ENSG00000100225	ENSGALG00000012569
ENSG00000111358	ENSGALG00000023682
ENSG00000171729	ENSGALG00000013643
ENSG00000134690	ENSGALG00000022145
ENSG00000176029	ENSGALG00000005915
ENSG00000067369	ENSGALG00000008521
ENSG00000100099	ENSGALG00000005595
ENSG00000121152	ENSGALG00000024128
ENSG00000049167	ENSGALG00000014732
ENSG00000175756	ENSGALG00000001555
ENSG00000138382	ENSGALG00000009676
ENSG00000108010	ENSGALG00000010464
ENSG00000119559	ENSGALG00000028458
ENSG00000107949	ENSGALG00000006617
ENSG00000109255	ENSGALG00000020151
ENSG00000156482	ENSGALG00000008212
ENSG00000198774	ENSGALG00000027633
ENSG00000109270	ENSGALG00000000055
ENSG00000115827	ENSGALG00000009558
ENSG00000102763	ENSGALG00000016955
ENSG00000187860	ENSGALG00000007907
ENSG00000146540	ENSGALG00000004055
ENSG00000188277	ENSGALG00000004459
ENSG00000066654	ENSGALG00000002134
ENSG00000124299	ENSGALG00000004899
ENSG00000029559	ENSGALG00000010928
ENSG00000112685	ENSGALG00000012837
ENSG00000161179	ENSGALG00000001424
ENSG00000162972	ENSGALG00000020893
ENSG00000163913	ENSGALG00000008452
ENSG00000105849	ENSGALG00000010863
ENSG00000167969	ENSGALG00000007737
ENSG00000087237	ENSGALG00000001234
ENSG00000167967	ENSGALG00000005900
ENSG00000111678	ENSGALG00000014555
ENSG00000119431	ENSGALG00000008865
ENSG00000182196	ENSGALG00000003682
ENSG00000067365	ENSGALG00000000305
ENSG00000189007	ENSGALG00000019976
ENSG00000213463	ENSGALG00000013839
ENSG00000023697	ENSGALG00000013095
ENSG00000040275	ENSGALG00000001942
ENSG00000198546	ENSGALG00000003533
ENSG00000104886	ENSGALG00000000835
ENSG00000105197	ENSGALG00000029016
ENSG00000095787	ENSGALG00000007379
ENSG00000141741	ENSGALG00000026328
ENSG00000182552	ENSGALG00000010658
ENSG00000243927	ENSGALG00000027579
ENSG00000100815	ENSGALG00000010763
ENSG00000048471	ENSGALG00000002924
ENSG00000147684	ENSGALG00000016336
ENSG00000114626	ENSGALG00000005999
ENSG00000070444	ENSGALG00000005830
ENSG00000128973	ENSGALG00000007981
ENSG00000121680	ENSGALG00000008421
ENSG00000090470	ENSGALG00000021027
ENSG00000140057	ENSGALG00000011093
ENSG00000131149	ENSGALG00000014284
ENSG00000116288	ENSGALG00000028641
ENSG00000020922	ENSGALG00000017211
ENSG00000096401	ENSGALG00000016704
ENSG00000111237	ENSGALG00000004529
ENSG00000106484	ENSGALG00000008111
ENSG00000174015	ENSGALG00000016981
ENSG00000165030	ENSGALG00000015209
ENSG00000111644	ENSGALG00000014456
ENSG00000136935	ENSGALG00000001025
ENSG00000081177	ENSGALG00000009456
ENSG00000118420	ENSGALG00000015860
ENSG00000143748	ENSGALG00000009322
ENSG00000188554	ENSGALG00000002765
ENSG00000145592	ENSGALG00000014833
ENSG00000081154	ENSGALG00000015330
ENSG00000183291	ENSGALG00000006261
ENSG00000104432	ENSGALG00000022798
ENSG00000065183	ENSGALG00000014791
ENSG00000159433	ENSGALG00000009145
ENSG00000034693	ENSGALG00000013777
ENSG00000184986	ENSGALG00000002756
ENSG00000198771	ENSGALG00000015440
ENSG00000157111	ENSGALG00000015020
ENSG00000126062	ENSGALG00000026965
ENSG00000153113	ENSGALG00000014682
ENSG00000160117	ENSGALG00000027089
ENSG00000115947	ENSGALG00000012448
ENSG00000117543	ENSGALG00000005229
ENSG00000102245	ENSGALG00000006415
ENSG00000090263	ENSGALG00000028879
ENSG00000073578	ENSGALG00000013167
ENSG00000101574	ENSGALG00000014799
ENSG00000111231	ENSGALG00000003807
ENSG00000185900	ENSGALG00000026210
ENSG00000172239	ENSGALG00000014867
ENSG00000125107	ENSGALG00000002301
ENSG00000148950	ENSGALG00000012128
ENSG00000144848	ENSGALG00000015204
ENSG00000115138	ENSGALG00000016600
ENSG00000150667	ENSGALG00000009624
ENSG00000101557	ENSGALG00000014920
ENSG00000188739	ENSGALG00000014328
ENSG00000204052	ENSGALG00000010382
ENSG00000174197	ENSGALG00000008653
ENSG00000159055	ENSGALG00000015884
ENSG00000014919	ENSGALG00000007465
ENSG00000124343	ENSGALG00000029002
ENSG00000128908	ENSGALG00000008553
ENSG00000166188	ENSGALG00000000999
ENSG00000109118	ENSGALG00000004029
ENSG00000107719	ENSGALG00000004465
ENSG00000137806	ENSGALG00000008587
ENSG00000169570	ENSGALG00000002250
ENSG00000168566	ENSGALG00000013005
ENSG00000115561	ENSGALG00000015805
ENSG00000137492	ENSGALG00000000838
ENSG00000006695	ENSGALG00000001375
ENSG00000197579	ENSGALG00000020523
ENSG00000204899	ENSGALG00000016932
ENSG00000141076	ENSGALG00000000638
ENSG00000185838	ENSGALG00000001925
ENSG00000160993	ENSGALG00000001844
ENSG00000037474	ENSGALG00000013064
ENSG00000121940	ENSGALG00000002106
ENSG00000112651	ENSGALG00000008597
ENSG00000184047	ENSGALG00000004412
ENSG00000252481	ENSGALG00000025695
ENSG00000187642	ENSGALG00000026875
ENSG00000161057	ENSGALG00000008236
ENSG00000172244	ENSGALG00000014865
ENSG00000163870	ENSGALG00000006047
ENSG00000199785	ENSGALG00000025270
ENSG00000149483	ENSGALG00000025756
ENSG00000183617	ENSGALG00000027611
ENSG00000102805	ENSGALG00000016917
ENSG00000159259	ENSGALG00000016042
ENSG00000184220	ENSGALG00000015267
ENSG00000131153	ENSGALG00000028131
ENSG00000160285	ENSGALG00000006198
ENSG00000136026	ENSGALG00000012659
ENSG00000181938	ENSGALG00000000880
ENSG00000171824	ENSGALG00000003086
ENSG00000114480	ENSGALG00000015506
ENSG00000214226	ENSGALG00000024428
ENSG00000125633	ENSGALG00000012129
ENSG00000164483	ENSGALG00000014006
ENSG00000179841	ENSGALG00000011721
ENSG00000170876	ENSGALG00000006345
ENSG00000006715	ENSGALG00000012301
ENSG00000137842	ENSGALG00000009260
ENSG00000115484	ENSGALG00000008812
ENSG00000188811	ENSGALG00000017037
ENSG00000198887	ENSGALG00000015118
ENSG00000180694	ENSGALG00000015915
ENSG00000115474	ENSGALG00000001490
ENSG00000104320	ENSGALG00000015912
ENSG00000197756	ENSGALG00000011472
ENSG00000104442	ENSGALG00000000062
ENSG00000173890	ENSGALG00000009374
ENSG00000151876	ENSGALG00000014851
ENSG00000188986	ENSGALG00000008532
ENSG00000131381	ENSGALG00000008500
ENSG00000148426	ENSGALG00000006700
ENSG00000137054	ENSGALG00000005395
ENSG00000181396	ENSGALG00000001618
ENSG00000051825	ENSGALG00000003419
ENSG00000136100	ENSGALG00000017026
ENSG00000163104	ENSGALG00000010400
ENSG00000075945	ENSGALG00000021047
ENSG00000102900	ENSGALG00000003010
ENSG00000150753	ENSGALG00000013041
ENSG00000006128	ENSGALG00000009737
ENSG00000137880	ENSGALG00000028400
ENSG00000198498	ENSGALG00000009501
ENSG00000091140	ENSGALG00000007931
ENSG00000123472	ENSGALG00000010444
ENSG00000143315	ENSGALG00000010768
ENSG00000167077	ENSGALG00000011919
ENSG00000115524	ENSGALG00000008038
ENSG00000007541	ENSGALG00000001985
ENSG00000010610	ENSGALG00000014477
ENSG00000136522	ENSGALG00000013759
ENSG00000177576	ENSGALG00000018565
ENSG00000105298	ENSGALG00000024391
ENSG00000101464	ENSGALG00000001219
ENSG00000171067	ENSGALG00000020488
ENSG00000178828	ENSGALG00000026524
ENSG00000066455	ENSGALG00000010813
ENSG00000142867	ENSGALG00000028935
ENSG00000147679	ENSGALG00000016120
ENSG00000112096	ENSGALG00000011661
ENSG00000164898	ENSGALG00000011856
ENSG00000006282	ENSGALG00000006857
ENSG00000135318	ENSGALG00000015833
ENSG00000080819	ENSGALG00000015240
ENSG00000135763	ENSGALG00000011101
ENSG00000162399	ENSGALG00000027806
ENSG00000167131	ENSGALG00000000918
ENSG00000161395	ENSGALG00000022030
ENSG00000213619	ENSGALG00000008084
ENSG00000207958	ENSGALG00000018336
ENSG00000173947	ENSGALG00000023763
ENSG00000047578	ENSGALG00000000687
ENSG00000168813	ENSGALG00000004532
ENSG00000053372	ENSGALG00000003991
ENSG00000121057	ENSGALG00000005575
ENSG00000155890	ENSGALG00000005286
ENSG00000120963	ENSGALG00000028918
ENSG00000183814	ENSGALG00000009233
ENSG00000136824	ENSGALG00000015691
ENSG00000164603	ENSGALG00000009440
ENSG00000157600	ENSGALG00000008076
ENSG00000121691	ENSGALG00000014471
ENSG00000121101	ENSGALG00000005037
ENSG00000062725	ENSGALG00000005314
ENSG00000214113	ENSGALG00000027339
ENSG00000160209	ENSGALG00000016205
ENSG00000168958	ENSGALG00000003079
ENSG00000175274	ENSGALG00000014069
ENSG00000165071	ENSGALG00000019426
ENSG00000238505	ENSGALG00000025679
ENSG00000108055	ENSGALG00000008585
ENSG00000207597	ENSGALG00000021734
ENSG00000198843	ENSGALG00000010399
ENSG00000235750	ENSGALG00000026795
ENSG00000117174	ENSGALG00000008658
ENSG00000166133	ENSGALG00000023988
ENSG00000205129	ENSGALG00000013287
ENSG00000102898	ENSGALG00000001602
ENSG00000108270	ENSGALG00000005420
ENSG00000162542	ENSGALG00000004081
ENSG00000178691	ENSGALG00000003277
ENSG00000185842	ENSGALG00000020077
ENSG00000095139	ENSGALG00000007430
ENSG00000207500	ENSGALG00000025205
ENSG00000159593	ENSGALG00000005211
ENSG00000112304	ENSGALG00000013632
ENSG00000132823	ENSGALG00000004321
ENSG00000117682	ENSGALG00000000385
ENSG00000138193	ENSGALG00000028043
ENSG00000203760	ENSGALG00000027454
ENSG00000171103	ENSGALG00000008979
ENSG00000197448	ENSGALG00000014708
ENSG00000178467	ENSGALG00000006937
ENSG00000221829	ENSGALG00000002009
ENSG00000183648	ENSGALG00000028537
ENSG00000137288	ENSGALG00000002881
ENSG00000151065	ENSGALG00000013010
ENSG00000104133	ENSGALG00000008180
ENSG00000168944	ENSGALG00000005368
ENSG00000112578	ENSGALG00000003467
ENSG00000004779	ENSGALG00000006073
ENSG00000105856	ENSGALG00000008050
ENSG00000134697	ENSGALG00000001973
ENSG00000178127	ENSGALG00000014310
ENSG00000119321	ENSGALG00000008838
ENSG00000139200	ENSGALG00000014466
ENSG00000212447	ENSGALG00000025165
ENSG00000100373	ENSGALG00000014227
ENSG00000134574	ENSGALG00000008218
ENSG00000134548	ENSGALG00000013273
ENSG00000198520	ENSGALG00000020716
ENSG00000004897	ENSGALG00000000596
ENSG00000165609	ENSGALG00000013967
ENSG00000147592	ENSGALG00000027615
ENSG00000146242	ENSGALG00000027355
ENSG00000183979	ENSGALG00000023308
ENSG00000198680	ENSGALG00000017510
ENSG00000138002	ENSGALG00000016509
ENSG00000132305	ENSGALG00000015783
ENSG00000089685	ENSGALG00000008713
ENSG00000174206	ENSGALG00000027682
ENSG00000166783	ENSGALG00000006475
ENSG00000119383	ENSGALG00000013978
ENSG00000215251	ENSGALG00000015996
ENSG00000149100	ENSGALG00000012109
ENSG00000204323	ENSGALG00000002427
ENSG00000183307	ENSGALG00000027408
ENSG00000130772	ENSGALG00000028149
ENSG00000204178	ENSGALG00000001067
ENSG00000152620	ENSGALG00000003558
ENSG00000166922	ENSGALG00000009725
ENSG00000184575	ENSGALG00000009835
ENSG00000172782	ENSGALG00000007770
ENSG00000016391	ENSGALG00000005363
ENSG00000120279	ENSGALG00000013603
ENSG00000125149	ENSGALG00000003183
ENSG00000213221	ENSGALG00000001881
ENSG00000140320	ENSGALG00000026390
ENSG00000129932	ENSGALG00000017524
ENSG00000110367	ENSGALG00000021251
ENSG00000104549	ENSGALG00000016331
ENSG00000007080	ENSGALG00000028110
ENSG00000166398	ENSGALG00000004949
ENSG00000143363	ENSGALG00000001989
ENSG00000138660	ENSGALG00000028807
ENSG00000173588	ENSGALG00000019336
ENSG00000103168	ENSGALG00000025868
ENSG00000090487	ENSGALG00000007262
ENSG00000196850	ENSGALG00000004550
ENSG00000108559	ENSGALG00000001719
ENSG00000108474	ENSGALG00000004492
ENSG00000177830	ENSGALG00000006830
ENSG00000154146	ENSGALG00000018942
ENSG00000087191	ENSGALG00000000349
ENSG00000181904	ENSGALG00000006371
ENSG00000128346	ENSGALG00000012293
ENSG00000172809	ENSGALG00000001465
ENSG00000130311	ENSGALG00000001064
ENSG00000162594	ENSGALG00000011212
ENSG00000259494	ENSGALG00000006782
ENSG00000205755	ENSGALG00000016696
ENSG00000119414	ENSGALG00000001013
ENSG00000130707	ENSGALG00000023689
ENSG00000096395	ENSGALG00000002860
ENSG00000151849	ENSGALG00000017148
ENSG00000183044	ENSGALG00000007334
ENSG00000122042	ENSGALG00000017084
ENSG00000175455	ENSGALG00000011720
ENSG00000127995	ENSGALG00000009653
ENSG00000020129	ENSGALG00000002408
ENSG00000100554	ENSGALG00000009570
ENSG00000141627	ENSGALG00000002677
ENSG00000103591	ENSGALG00000007887
ENSG00000110200	ENSGALG00000027411
ENSG00000151092	ENSGALG00000011304
ENSG00000140543	ENSGALG00000006750
ENSG00000085760	ENSGALG00000008117
ENSG00000112799	ENSGALG00000012801
ENSG00000085415	ENSGALG00000013872
ENSG00000188976	ENSGALG00000002222
ENSG00000105325	ENSGALG00000002085
ENSG00000257108	ENSGALG00000027544
ENSG00000116221	ENSGALG00000010761
ENSG00000155893	ENSGALG00000029102
ENSG00000196476	ENSGALG00000006203
ENSG00000166126	ENSGALG00000011391
ENSG00000170476	ENSGALG00000025926
ENSG00000100297	ENSGALG00000012546
ENSG00000156239	ENSGALG00000015802
ENSG00000135372	ENSGALG00000014573
ENSG00000117395	ENSGALG00000009045
ENSG00000112282	ENSGALG00000002787
ENSG00000137106	ENSGALG00000005423
ENSG00000166171	ENSGALG00000007731
ENSG00000141252	ENSGALG00000004886
ENSG00000103522	ENSGALG00000006318
ENSG00000198060	ENSGALG00000006884
ENSG00000136718	ENSGALG00000029152
ENSG00000163814	ENSGALG00000011882
ENSG00000146267	ENSGALG00000015489
ENSG00000167508	ENSGALG00000007267
ENSG00000149262	ENSGALG00000000091
ENSG00000158113	ENSGALG00000004406
ENSG00000176542	ENSGALG00000014808
ENSG00000138750	ENSGALG00000011506
ENSG00000100109	ENSGALG00000005623
ENSG00000134759	ENSGALG00000013203
ENSG00000100365	ENSGALG00000012520
ENSG00000167670	ENSGALG00000001126
ENSG00000152463	ENSGALG00000008820
ENSG00000138684	ENSGALG00000011844
ENSG00000143228	ENSGALG00000003438
ENSG00000152223	ENSGALG00000001732
ENSG00000138346	ENSGALG00000004037
ENSG00000012174	ENSGALG00000016382
ENSG00000102871	ENSGALG00000003195
ENSG00000110074	ENSGALG00000001033
ENSG00000120800	ENSGALG00000011643
ENSG00000186439	ENSGALG00000014848
ENSG00000108702	ENSGALG00000002329
ENSG00000167842	ENSGALG00000001632
ENSG00000154035	ENSGALG00000004745
ENSG00000109911	ENSGALG00000012127
ENSG00000179151	ENSGALG00000001337
ENSG00000178460	ENSGALG00000015526
ENSG00000101343	ENSGALG00000008429
ENSG00000135315	ENSGALG00000015836
ENSG00000188133	ENSGALG00000015754
ENSG00000153006	ENSGALG00000026028
ENSG00000151806	ENSGALG00000014217
ENSG00000182712	ENSGALG00000023937
ENSG00000186866	ENSGALG00000006141
ENSG00000125863	ENSGALG00000009013
ENSG00000189306	ENSGALG00000011866
ENSG00000057663	ENSGALG00000015387
ENSG00000188243	ENSGALG00000016922
ENSG00000009307	ENSGALG00000002139
ENSG00000138294	ENSGALG00000020840
ENSG00000167130	ENSGALG00000004485
ENSG00000052841	ENSGALG00000007957
ENSG00000186666	ENSGALG00000026357
ENSG00000042445	ENSGALG00000014433
ENSG00000171195	ENSGALG00000021043
ENSG00000182685	ENSGALG00000005883
ENSG00000144034	ENSGALG00000013018
ENSG00000125676	ENSGALG00000008507
ENSG00000142751	ENSGALG00000027909
ENSG00000070413	ENSGALG00000005891
ENSG00000173145	ENSGALG00000006524
ENSG00000138111	ENSGALG00000008039
ENSG00000086589	ENSGALG00000004555
ENSG00000120253	ENSGALG00000012387
ENSG00000128609	ENSGALG00000008821
ENSG00000089692	ENSGALG00000014476
ENSG00000129810	ENSGALG00000011281
ENSG00000100603	ENSGALG00000010501
ENSG00000112130	ENSGALG00000023256
ENSG00000110060	ENSGALG00000000962
ENSG00000162511	ENSGALG00000000562
ENSG00000180398	ENSGALG00000010017
ENSG00000169612	ENSGALG00000006010
ENSG00000112379	ENSGALG00000013846
ENSG00000067836	ENSGALG00000001841
ENSG00000042286	ENSGALG00000004777
ENSG00000100564	ENSGALG00000009510
ENSG00000118705	ENSGALG00000003815
ENSG00000136813	ENSGALG00000015689
ENSG00000171159	ENSGALG00000004783
ENSG00000129673	ENSGALG00000001955
ENSG00000258890	ENSGALG00000003540
ENSG00000168333	ENSGALG00000024487
ENSG00000214290	ENSGALG00000027331
ENSG00000183172	ENSGALG00000011897
ENSG00000176988	ENSGALG00000026830
ENSG00000151461	ENSGALG00000006694
ENSG00000176209	ENSGALG00000010142
ENSG00000152240	ENSGALG00000001761
ENSG00000162869	ENSGALG00000008937
ENSG00000095739	ENSGALG00000025919
ENSG00000064787	ENSGALG00000007796
ENSG00000042088	ENSGALG00000010669
ENSG00000182372	ENSGALG00000019891
ENSG00000107562	ENSGALG00000028136
ENSG00000166189	ENSGALG00000020741
ENSG00000123130	ENSGALG00000016351
ENSG00000116649	ENSGALG00000003039
ENSG00000073969	ENSGALG00000001055
ENSG00000164941	ENSGALG00000015984
ENSG00000034239	ENSGALG00000009473
ENSG00000173762	ENSGALG00000001631
ENSG00000156603	ENSGALG00000007341
ENSG00000175581	ENSGALG00000017319
ENSG00000204859	ENSGALG00000000637
ENSG00000144152	ENSGALG00000001979
ENSG00000137815	ENSGALG00000008595
ENSG00000166582	ENSGALG00000004503
ENSG00000042832	ENSGALG00000016233
ENSG00000212296	ENSGALG00000024621
ENSG00000167699	ENSGALG00000027245
ENSG00000151338	ENSGALG00000010118
ENSG00000139618	ENSGALG00000017073
ENSG00000105176	ENSGALG00000004506
ENSG00000108599	ENSGALG00000004679
ENSG00000131943	ENSGALG00000004480
ENSG00000184682	ENSGALG00000023572
ENSG00000150990	ENSGALG00000002964
ENSG00000112977	ENSGALG00000013002
ENSG00000064115	ENSGALG00000014085
ENSG00000166166	ENSGALG00000011522
ENSG00000172175	ENSGALG00000002872
ENSG00000198973	ENSGALG00000021783
ENSG00000112699	ENSGALG00000012843
ENSG00000140598	ENSGALG00000006225
ENSG00000159596	ENSGALG00000010279
ENSG00000186976	ENSGALG00000014188
ENSG00000108296	ENSGALG00000001624
ENSG00000164008	ENSGALG00000004800
ENSG00000167904	ENSGALG00000015325
ENSG00000170584	ENSGALG00000001726
ENSG00000105220	ENSGALG00000004956
ENSG00000104731	ENSGALG00000007860
ENSG00000124614	ENSGALG00000002813
ENSG00000166340	ENSGALG00000022706
ENSG00000136929	ENSGALG00000023061
ENSG00000092208	ENSGALG00000010154
ENSG00000000419	ENSGALG00000017366
ENSG00000159873	ENSGALG00000005784
ENSG00000120686	ENSGALG00000017042
ENSG00000158169	ENSGALG00000012618
ENSG00000120647	ENSGALG00000012987
ENSG00000129562	ENSGALG00000000196
ENSG00000174429	ENSGALG00000016080
ENSG00000108344	ENSGALG00000022293
ENSG00000127080	ENSGALG00000004684
ENSG00000107771	ENSGALG00000001870
ENSG00000117751	ENSGALG00000000729
ENSG00000151552	ENSGALG00000029037
ENSG00000145388	ENSGALG00000012000
ENSG00000143393	ENSGALG00000024034
ENSG00000103121	ENSGALG00000028275
ENSG00000104147	ENSGALG00000008579
ENSG00000164746	ENSGALG00000013070
ENSG00000111537	ENSGALG00000009903
ENSG00000167196	ENSGALG00000028035
ENSG00000105258	ENSGALG00000013852
ENSG00000163950	ENSGALG00000015712
ENSG00000025770	ENSGALG00000013811
ENSG00000058804	ENSGALG00000010735
ENSG00000104980	ENSGALG00000000352
ENSG00000108591	ENSGALG00000004953
ENSG00000171302	ENSGALG00000011822
ENSG00000047621	ENSGALG00000017289
ENSG00000035141	ENSGALG00000013876
ENSG00000177700	ENSGALG00000006841
ENSG00000071462	ENSGALG00000014542
ENSG00000251733	ENSGALG00000025677
ENSG00000123689	ENSGALG00000023933
ENSG00000163516	ENSGALG00000011332
ENSG00000165898	ENSGALG00000020417
ENSG00000198382	ENSGALG00000000845
ENSG00000030066	ENSGALG00000000453
ENSG00000157426	ENSGALG00000013764
ENSG00000160325	ENSGALG00000026576
ENSG00000001167	ENSGALG00000003247
ENSG00000140379	ENSGALG00000006511
ENSG00000201302	ENSGALG00000017833
ENSG00000163075	ENSGALG00000012100
ENSG00000132361	ENSGALG00000005854
