GeneID	Brain_Female	Brain_Male	Cerebellum_Female	Cerebellum_Male	Heart_Female	Heart_Male	Kidney_Female	Kidney_Male	Liver_Male	Testis_Male
ENSGALG00000015387	4.493334	1.405185	15.10734	0.008264463	5.251066	0.008264463	17.86884	0.4341154	0.008264463	5.993475
ENSGALG00000015545	6.309909	11.99503	10.4597	0.008264463	0.1783363	21.73405	23.1566	0.2891077	3.914711	0.008264463
ENSGALG00000011332	30.92396	26.47389	5.149082	18.99804	0.008264463	0.008264463	0.5663375	0.7446136	15.20782	0.008264463
ENSGALG00000015320	18.80789	182.3763	3.536275	10.27775	18.94364	6.902962	26.73733	0.9487575	5.713407	9.859431
ENSGALG00000011493	0.3942101	0.008264463	1.251642	6.988418	1.192396	6.978982	1.172127	0.008264463	0.1668908	0.008264463
ENSGALG00000008084	1.773952	0.1552835	2.180833	65.3227	1.982391	1.696792	5.812226	13.15783	23.22635	0.008264463
ENSGALG00000007909	0.3891569	0.008264463	0.1664114	0.6042734	12.81911	1.086789	0.6062581	0.008264463	12.94361	0.008264463
ENSGALG00000003820	48.52793	4.035589	0.8468089	0.008264463	7.620827	1.347573	10.08086	0.008264463	2.416074	1.20651
ENSGALG00000016665	2.773293	19.31223	4.116822	9.198666	1.205015	21.25193	0.7836138	0.008264463	0.1810151	0.6353087
ENSGALG00000007041	10.7121	97.07941	174.2943	1.913062	2.482232	0.008264463	15.05534	0.008264463	0.008264463	8.894487
ENSGALG00000009848	0.3604772	1.403516	1.577463	2.721785	1.825779	3.028856	0.008264463	0.008264463	0.6644905	0.008264463
ENSGALG00000017073	0.9769847	24.44529	68.56771	24.78049	5.103578	6.959481	9.972132	25.41159	14.68476	0.8390398
ENSGALG00000014168	1.444924	0.67404	16.38408	7.693689	15.61099	0.3165823	0.3154623	0.008264463	4.890404	50.34851
ENSGALG00000003520	0.1195403	0.2995443	26.05119	0.008264463	1.312734	3.840079	0.008264463	11.77836	2.164099	0.008264463
ENSGALG00000008613	0.008264463	0.008264463	0.4770162	1.494403	24.7293	31.31664	0.1621329	11.59238	10.11212	22.50198
ENSGALG00000005516	2.991926	1.800325	224.4628	4.640196	4.572531	7.343553	0.008264463	0.008264463	0.008264463	5.989986
ENSGALG00000007226	0.008264463	3.193878	78.21057	29.33309	0.008264463	2.475149	0.008264463	2.295251	0.1393413	2.15237
ENSGALG00000008419	17.91429	1.392596	0.008264463	0.008264463	1.276118	0.008264463	24.28984	0.008264463	12.47632	3.670434
ENSGALG00000006691	1.43269	5.148287	0.5651705	13.19465	0.6580147	3.256929	6.482207	2.288639	0.7804307	7.88117
ENSGALG00000012392	3.69502	0.906379	0.8001683	0.008264463	0.4543669	9.748659	3.582619	17.30962	0.33314	9.842908
ENSGALG00000008757	3.2963	3.632708	5.86308	0.8182555	0.008264463	1.548472	7.576064	25.85429	0.008264463	0.1864493
ENSGALG00000003155	0.008264463	3.546309	0.3821441	0.3060303	0.9759947	17.0513	3.980593	1.30984	37.20867	3.215737
ENSGALG00000011713	7.261997	6.390145	0.008264463	6.598359	0.2452022	39.44962	1.97279	13.74058	2.480064	0.3031322
ENSGALG00000003201	2.748462	3.557179	1.720992	15.77069	40.75007	0.008264463	10.39521	49.00205	0.008264463	0.008264463
ENSGALG00000009598	0.008264463	7.453868	14.19622	0.008264463	0.008264463	12.39284	0.008264463	5.600259	0.008264463	0.3212013
ENSGALG00000008749	16.17805	2.308244	0.008264463	0.008264463	3.751734	0.3639758	39.90081	0.008264463	26.92091	1074.015
ENSGALG00000000451	11.34679	0.008264463	5.731248	2.860196	3.322836	0.4372725	12.40667	9.173494	12.74499	0.008264463
ENSGALG00000011070	1.338528	0.008264463	3.98841	19.84238	3.448104	60.26275	0.008264463	5.764277	32.72424	0.886945
ENSGALG00000008064	37.00843	0.008264463	0.008264463	3.21422	3.110953	4.89863	0.2246873	1.476567	0.008264463	11.72405
ENSGALG00000017177	2.954634	0.008264463	10.239	0.008264463	3.675394	0.008264463	25.49528	0.008264463	19.1137	0.008264463
ENSGALG00000001542	1.330557	9.238619	0.5119215	20.21427	0.008264463	27.91882	8.00911	1.179748	17.61156	0.2941325
ENSGALG00000008808	6.482207	0.008264463	3.712666	18.62019	2.149347	5.964553	1.514125	0.008264463	16.09606	3.80015
ENSGALG00000010324	22.98524	0.008264463	11.35784	0.008264463	13.1917	20.82863	20.08087	0.008264463	49.23676	23.29125
ENSGALG00000010349	3.688875	4.72936	34.35238	87.39914	1.718275	35.57267	0.2018369	0.008264463	11.9496	0.008264463
ENSGALG00000015884	1.220145	4.339308	22.20229	0.2735564	0.008264463	0.008264463	0.4856259	0.008264463	0.008264463	1.663011
ENSGALG00000002042	0.4158716	20.28577	21.16457	0.008264463	8.336227	0.008264463	7.092149	104.5756	2.471595	23.75521
ENSGALG00000010505	0.508326	1.949224	0.1780728	0.008264463	12.38908	0.8931336	3.156485	925.5673	8.810831	4.774977
ENSGALG00000009880	0.008264463	1.120492	2.898588	0.008264463	2.478749	9.685512	0.008264463	0.3214105	7.43702	29.98492
ENSGALG00000000349	0.008264463	1.752081	20.61825	0.3912273	2.840001	15.69412	21.43906	0.008264463	0.008264463	10.09848
ENSGALG00000009410	21.45496	0.3015785	1.818946	85.51209	3.515191	3.136498	31.85225	9.115023	21.48182	31.606
ENSGALG00000008730	23.48245	0.008264463	3.655478	4.4003	0.2131069	12.20465	2.322226	1.514125	0.008264463	3.486148
ENSGALG00000006283	5.366206	0.4099556	35.51139	0.008264463	0.008264463	8.938774	2.083456	16.63831	42.14943	3.805194
ENSGALG00000005575	0.9428668	3.251817	0.008264463	0.008264463	48.93139	19.9489	2.047712	8.353125	20.01195	0.008264463
ENSGALG00000014636	25.4682	0.4177561	56.40297	15.62117	2.25568	6.470733	0.1878146	62.50747	6.030291	37.87668
ENSGALG00000005451	12.05486	4.186055	0.008264463	2.703868	0.008264463	4.575062	2.893095	0.008264463	0.008264463	7.612306
ENSGALG00000001921	2.78381	14.20594	10.51974	3.184017	1274.899	248.398	0.008264463	1.391288	1663.064	0.008264463
ENSGALG00000012720	0.6298704	0.008264463	9.80775	0.008264463	0.008264463	6.667935	3.286747	4.051263	6.143862	5.223267
ENSGALG00000001782	11.21103	0.008264463	15.02568	0.008264463	3.355734	18.45006	440.0261	19.59383	0.008264463	0.008264463
ENSGALG00000003882	2.978972	43.09881	0.008264463	0.008264463	2.042718	0.8192873	2.050177	6.349228	0.008264463	10.57188
ENSGALG00000005891	20.46157	3.079554	0.008264463	0.6395698	0.4364671	3.087747	0.295117	0.008264463	4.602971	59.02049
ENSGALG00000010136	2.603742	0.2145087	0.008264463	8.228835	1.142891	0.8053698	0.008264463	0.423207	40.43211	25.10401
ENSGALG00000005286	0.1247568	34.14783	7.561077	0.008264463	44.89315	3.159654	0.008264463	0.1263722	15.97155	1.332188
ENSGALG00000002087	0.008264463	1.070229	0.1927726	1.749115	0.2528697	9.66764	0.6048259	1.503721	9.534228	0.008264463
ENSGALG00000013021	71.82002	57.84826	0.008264463	7.721253	4.900908	25.29835	0.008264463	0.008264463	1.048821	0.008264463
ENSGALG00000011866	3.96432	0.008264463	0.1350643	2.715432	5.98466	1.024497	40.06568	0.008264463	2.611346	3.116494
ENSGALG00000008584	6.917238	3.041836	6.579569	8.125076	3.083884	4.026267	6.049112	0.3636379	0.554266	0.2562842
ENSGALG00000003233	0.4146243	29.80175	7.41809	5.58172	0.1861353	0.1642714	191.41	0.008264463	3.96104	0.1638581
ENSGALG00000012011	1.108032	0.008264463	0.2774313	0.008264463	5.532606	0.1548953	1.691978	2.555122	2.503878	0.1950259
ENSGALG00000003180	1.376879	9.688164	7.960425	1.252437	0.008264463	2.782903	6.045167	35.10028	0.008264463	57.09838
ENSGALG00000000495	3.29885	1.384609	0.7126383	30.79317	53.46705	7.726246	278.3857	5.333314	0.2358882	0.1682404
ENSGALG00000000352	0.7954746	10.33225	16.36771	0.008264463	4.353357	0.008264463	2.797197	0.4312378	0.5828461	50.2755
ENSGALG00000002253	1.187709	23.67733	10.07846	1.889393	14.9174	8.717254	17.5863	1.62597	0.6231796	11.21971
ENSGALG00000013689	0.008264463	4.273216	1.869191	526.6858	2.56002	30.15222	0.2339599	9.621414	0.008264463	6.901315
ENSGALG00000014789	0.4787512	6.068183	0.008264463	2.965878	1196.554	11.14477	3.339006	38.22734	5.96681	29.25483
ENSGALG00000003109	37.29012	0.7237704	396.9524	20.87168	0.008264463	28.04826	7.349689	9.974774	4.520897	0.008264463
ENSGALG00000015340	0.4474954	0.4792138	2.932592	2.700913	0.1955551	1.382227	28.71801	0.2999855	1.657919	5.545686
ENSGALG00000016969	12.09655	0.871698	119.3231	12.47972	4.607952	0.008264463	1.944372	6.273272	3.859102	0.5157302
ENSGALG00000004781	9.092766	21.7756	6.228117	5.192812	21.69238	2.782214	19.57262	2.182944	6.158818	2.018368
ENSGALG00000007900	1.961564	0.9751553	0.008264463	0.008264463	2.819727	0.6958801	0.008264463	41.84023	0.4149917	25.39692
ENSGALG00000005824	4.397786	3.699014	12.27145	2.753196	5.755014	159.3566	1.207292	0.008264463	2.894813	15.60713
ENSGALG00000007591	1.687356	1.524988	0.008264463	0.008264463	0.3840655	2.947034	8.367219	21.31659	0.2084078	3.913009
ENSGALG00000011655	0.8743538	10.22384	2.68156	10.44972	7.342015	9.819379	0.008264463	8.002647	23.93172	0.008264463
ENSGALG00000004203	0.008264463	2.86646	0.5194706	6.951717	7.96781	0.008264463	0.3306173	0.7775007	1.995505	0.008264463
ENSGALG00000011967	0.008264463	0.2272635	41.13523	3.023988	4.154007	6.278706	0.008264463	51.86311	0.008264463	0.8443839
ENSGALG00000009076	0.008264463	0.1665154	0.5062577	6.701567	0.2382164	0.8673475	1.041796	67.392	9.276001	0.1908494
ENSGALG00000006088	0.8452852	14.43927	13.53457	0.008264463	2.104328	2.742796	0.2390706	18.43124	0.008264463	0.008264463
ENSGALG00000014301	28.90176	46.54966	0.2110388	8.703094	14.94355	3.376218	0.008264463	7.817084	0.008264463	2.263474
ENSGALG00000002778	0.008264463	7.74409	0.008264463	23.70557	4.144055	0.8271838	20.77537	25.50889	0.4784036	3.220227
ENSGALG00000001204	3.232649	11.59721	1.531191	2.652186	0.008264463	0.008264463	0.008264463	17.7187	1.439898	0.008264463
ENSGALG00000003887	0.993315	3.717557	0.5928801	0.9562365	23.64311	0.8856481	0.4379517	7.286146	11.50381	0.008264463
ENSGALG00000021559	2.222753	4.226765	58.99206	0.008264463	0.008264463	3.721846	2.085522	14.56467	311.4259	64.34851
ENSGALG00000002599	0.008264463	0.008264463	11.95588	6.875532	8.246384	2.532528	0.1932018	116.8685	0.008264463	0.008264463
ENSGALG00000006622	0.008264463	0.008264463	6.285252	14.33618	0.008264463	0.3543865	7.886693	15.61677	13.25232	0.9797758
ENSGALG00000003688	6.496886	1.213567	3.244075	8.840607	4.631666	85.08848	0.008264463	11.16507	0.008264463	0.008264463
ENSGALG00000016205	11.36092	9.498726	0.008264463	28.99069	2.197557	0.008264463	0.008264463	366.7537	0.8241267	3.331112
ENSGALG00000024118	0.008264463	89.2171	4.063953	14.53359	12.92905	3.495326	21.45049	0.8277514	0.008264463	8.236019
ENSGALG00000024466	0.2566679	53.19864	27.11548	5.298131	0.008264463	16.23978	4.091152	2.110187	103.796	23.41954
ENSGALG00000010804	0.5278209	0.008264463	16.74532	6.42549	0.3445373	0.8778298	0.008264463	0.008264463	0.008264463	23.0586
ENSGALG00000005906	4.095485	0.2277665	0.008264463	0.008264463	0.6650851	8.294668	6.4588	2.043573	27.67474	0.008264463
ENSGALG00000006459	2.888277	3.01461	6.07842	6.070611	0.008264463	0.2923724	4.779315	0.876917	2.270936	0.008264463
ENSGALG00000011963	19.09131	8.505593	2.229113	1.08037	7.85395	5.939918	158.381	11.52242	1.761227	0.6098921
ENSGALG00000002317	16.21839	0.951724	0.008264463	1.694841	0.008264463	0.008264463	2.469927	0.6923716	24.68609	6.205448
ENSGALG00000003438	20.39633	9.063174	3.394283	1.140591	0.2136957	0.008264463	0.008264463	0.008264463	3.683148	40.3926
ENSGALG00000016922	0.008264463	0.008264463	2.666911	0.008264463	1.921399	2.564615	29.90928	39.55502	6.970286	0.008264463
ENSGALG00000006001	0.008264463	0.008264463	1.025192	0.008264463	0.3604772	19.52421	7.368539	5.808254	2.000804	9.917268
ENSGALG00000016004	0.008264463	0.3927979	7.31881	1.463541	0.8291231	0.2757307	4.654022	0.7712937	0.2126532	0.008264463
ENSGALG00000012863	28.9792	2.036168	13.24418	0.8511241	59.6796	0.008264463	23.58525	6.210326	12.40445	0.008264463
ENSGALG00000001900	0.008264463	0.008264463	0.2762868	0.008264463	0.3422497	5.066584	0.5151486	0.008264463	2.806104	17.28975
ENSGALG00000009574	74.29158	7.677586	0.008264463	0.760786	36.62425	40.36144	2.83193	23.1449	0.008264463	9.619658
ENSGALG00000010286	44.72093	62.37346	0.5205507	18.84846	18.07671	6.003835	11.15107	27.46942	4.048262	0.008264463
ENSGALG00000005674	66.47197	0.008264463	0.5582486	5.92219	37.05917	0.008264463	0.008264463	5.722369	8.642502	74.40801
ENSGALG00000012759	5.454588	0.008264463	1.710075	5.853752	13.09621	26.33146	0.5883539	0.1807431	3.015404	1.470873
ENSGALG00000025237	561.3167	0.008264463	0.516302	0.008264463	0.008264463	0.5367941	4.382873	7.061835	4.192986	0.3706862
ENSGALG00000018760	0.008264463	0.6790492	7.201841	0.319748	25.8214	0.4285938	31.78036	6.015392	13.17281	0.008264463
ENSGALG00000005931	4.2579	1.493627	4.514813	27.53095	13.04362	2.168333	3.792333	10.29398	3.236438	1.83727
ENSGALG00000000129	0.008264463	1.298509	0.1873616	16.1618	0.008264463	4.007948	9.230729	5.45701	0.6303846	0.008264463
ENSGALG00000005160	32.40377	17.02482	0.3320095	3.758537	2.372604	0.008264463	2.487909	6.127393	35.97682	7.122776
ENSGALG00000002856	22.9567	0.008264463	0.008264463	16.56648	0.4207012	18.52865	2.717464	0.008264463	1.904626	12.70009
ENSGALG00000006506	9.632991	3.248083	0.9807132	5.7428	1.271211	20.37435	0.008264463	0.008264463	0.008264463	2.328907
ENSGALG00000002924	8.085938	28.7671	4.078873	0.008264463	0.008264463	2.603046	0.008264463	0.7631492	154.3647	0.008264463
ENSGALG00000014931	0.008264463	0.6555867	0.6788378	0.008264463	0.5921991	0.008264463	0.008264463	1.453549	0.5231087	0.008264463
ENSGALG00000007711	0.30029	0.008264463	32.99478	0.008264463	0.8247256	5.592989	256.5759	10.65089	117.6329	0.008264463
ENSGALG00000002305	9.207036	10.85867	0.9715994	1045.736	0.008264463	5.801042	0.008264463	1.415671	9.920028	0.4446524
ENSGALG00000014456	0.008264463	5.089616	62.42443	30.53524	2.851318	5.35786	1.998335	0.008264463	6.632217	19.44489
ENSGALG00000008653	0.008264463	1.442879	0.919098	3.076221	24.62121	5.829833	0.7101731	2.010097	29.53987	30.50126
ENSGALG00000014664	0.008264463	0.008264463	0.3860826	0.1673716	0.6751256	0.008264463	0.008264463	7.715939	4.451079	1.405992
ENSGALG00000005990	0.008264463	0.6823892	0.008264463	40.64822	37.48678	0.3949341	2.087492	2.511425	1.464668	73.07945
ENSGALG00000010134	0.008264463	1.034646	4.435015	0.008264463	12.99373	3.356576	1.80743	4.395203	0.1597043	0.5753515
ENSGALG00000014121	9.536524	567.7806	0.6524264	0.999573	5.931619	2.280713	8.775776	2.47716	10.7351	8.798366
ENSGALG00000011372	1.194975	0.008264463	0.008264463	0.2320164	39.64747	12.41016	8.458908	16.86448	0.008264463	1.85668
ENSGALG00000012946	393.6915	0.008264463	8.214673	2.81918	37.11844	2.430957	6.071774	0.4264327	0.008264463	0.008264463
ENSGALG00000000419	65.10091	3.194494	3.548887	8.863317	0.5965783	3.199538	1.046977	3.665612	412.5696	0.9111568
ENSGALG00000007477	0.008264463	186.2162	1.365599	19.12196	0.1463494	4.145777	5.869045	37.79057	20.65951	9.790973
ENSGALG00000013617	2.150385	2.685494	4.661216	0.5229573	3.313245	16.81144	4.438328	25.52148	15.95976	1.35918
ENSGALG00000000397	33.03978	0.008264463	4.777266	4.01916	24.34731	0.2815449	6.786412	7.759031	10.61391	1.209922
ENSGALG00000004039	3.105338	3.231969	16.12159	0.1193884	236.189	268.2106	24.30347	37.64682	0.3369898	0.008264463
ENSGALG00000014573	0.008264463	0.6089746	12.72898	10.87525	1.656767	12.52474	1.114649	0.008264463	2.302033	10.92595
ENSGALG00000011464	0.1536301	0.008264463	2.552355	8.360985	2.654762	3.196619	1.596073	6.116671	2.889442	2.445155
ENSGALG00000012206	0.008264463	3.744955	0.008264463	0.008264463	17.06499	0.7259522	50.77376	1317.79	0.008264463	645.801
ENSGALG00000007099	0.008264463	14.3539	2.21228	4.626511	0.008264463	3.97485	0.008264463	8.062368	491.0137	1.976567
ENSGALG00000015521	3.183496	2.201047	1.569926	0.008264463	19.35489	25.02699	0.4060763	9.113335	0.288752	0.008264463
ENSGALG00000009258	3.531191	0.8069645	1.706856	3.15011	19.64744	61.29498	0.008264463	0.008264463	0.5282526	0.008264463
ENSGALG00000015316	13.11615	3.48192	2.840001	2.997209	0.008264463	0.3426268	1.440901	22.27105	13.02887	6.628038
ENSGALG00000005830	2.859513	6.571909	19.32122	0.008264463	9.638166	0.008264463	1.375357	8.980857	0.008264463	5.796037
ENSGALG00000008821	9.095661	19.69437	4.471107	4.260129	11.97706	7.042088	8.267377	0.4069006	0.008264463	5.889616
ENSGALG00000011572	20.59109	16.14003	0.2248764	0.8652227	0.009090909	1.738559	6.65529	2.012247	0.009090909	18.72531
ENSGALG00000008490	4.659833	6.264438	3.298139	0.009090909	0.009090909	33.22198	6.809541	0.009090909	0.009090909	21.45049
ENSGALG00000010097	11.37519	0.009090909	19.31223	4.837762	6.960822	7.237268	2.616163	13.986	4.302139	6.797168
ENSGALG00000009954	0.009090909	4.157197	0.3135084	0.009090909	0.009090909	3.225431	0.009090909	14.85931	0.009090909	9.228163
ENSGALG00000017848	11.30773	0.2331042	11.14207	7.98106	0.009090909	11.80178	0.009090909	2.924004	0.4912163	12.77091
ENSGALG00000005695	11.33805	0.009090909	0.009090909	2.538592	0.5099443	7.626355	0.8838592	7.975947	9.754422	13.11615
ENSGALG00000000845	19.84843	5.794383	8.825996	6.255009	2.429687	12.57322	6.280662	11.60278	5.770584	4.018235
ENSGALG00000004321	0.1448617	1.282513	14.31135	0.009090909	0.009090909	3.994748	57.09838	9.421522	7.519145	1.711167
ENSGALG00000000453	1.591474	77.05452	0.009090909	0.466221	11.13005	0.4207012	45.49809	3.028072	0.009090909	3.417596
ENSGALG00000014531	8.073233	0.009090909	0.1865123	0.2889509	1.723658	16.06516	1545.368	5.373342	1.871574	0.009090909
ENSGALG00000023708	0.009090909	0.2714336	3.568005	0.958452	10.15197	0.009090909	9.160563	22.78064	1.524988	0.009090909
ENSGALG00000008226	3.923487	4.073087	17.38365	0.3639758	0.009090909	94.91837	5.941864	0.5744038	11.90185	0.009090909
ENSGALG00000022696	0.009090909	4.506397	4.430044	3.507907	3.997847	0.009090909	1.179021	4.875934	0.009090909	0.009090909
ENSGALG00000006651	0.009090909	5.275489	2.848357	7.932572	11.28845	5.895463	17867.89	0.009090909	10.03049	0.009090909
ENSGALG00000017148	0.009090909	1.788362	0.009090909	0.2710774	0.009090909	13.97526	0.009090909	0.261871	0.3125158	86.09213
ENSGALG00000014691	0.009090909	0.009090909	21.33911	0.009090909	6.309909	16.49802	0.300173	1.7005	9.101489	0.009090909
ENSGALG00000023189	3.897976	70.62	2.844136	0.009090909	2.124734	2.025863	2.217493	0.6580147	0.202508	0.009090909
ENSGALG00000011206	0.009090909	0.009090909	3.209115	0.4935479	0.009090909	9.331852	3.555116	16.5956	10.60226	0.009090909
ENSGALG00000000999	4.201467	0.009090909	4.405182	0.009090909	4.544439	17.17078	0.009090909	15.37387	0.009090909	0.009090909
ENSGALG00000011414	2.180833	0.009090909	12.42163	6.646628	36.5415	6.896861	1.499601	1.388629	7.832541	0.009090909
ENSGALG00000003457	0.8838592	0.009090909	9.717475	0.009090909	11.77141	1.84113	0.009090909	0.009090909	2.354723	40.91245
ENSGALG00000012067	2.833833	2.797946	0.009090909	3.766146	16.75868	7.394972	1.295381	0.4111304	3.617011	0.009090909
ENSGALG00000009822	0.009090909	0.009090909	0.009090909	5.553532	69.60013	1.387501	0.009090909	0.009090909	0.009090909	0.009090909
ENSGALG00000009431	4.985912	0.009090909	5.962648	12.14044	55.13108	0.009090909	1.053423	1.249613	23.36058	0.009090909
ENSGALG00000004588	1.866639	0.009090909	0.009090909	7.490093	17.2523	130.4403	52.80401	3.678339	0.009090909	121.8432
ENSGALG00000014387	6.420165	0.009090909	0.2482081	0.7507536	5.660125	5.438711	0.009090909	3.488868	0.9661048	0.2429175
ENSGALG00000004817	7.09448	1.397608	4.73771	2.422411	84.20182	2.269326	0.2453412	0.6157023	0.9051641	0.009090909
ENSGALG00000011806	2.903429	42.55536	1.869191	0.8212096	11.9496	0.009090909	8.113579	1.457333	5.519058	4.921667
ENSGALG00000014555	1.560622	21.81596	3.642611	0.009090909	5.688107	22.13526	0.009090909	27.26553	2.164739	1.416688
ENSGALG00000021683	0.1921482	11.65173	0.009090909	0.009090909	2.902222	1.272928	20.69938	1.364795	5.013954	28.01019
ENSGALG00000014876	3.280599	0.009090909	30.03672	4.474928	7.320939	35.75246	3.084754	2.071011	5.5435	4.111237
ENSGALG00000011234	0.3386905	0.009090909	51.40844	0.009090909	0.009090909	0.009090909	19.08263	0.009090909	5.398373	2.240263
ENSGALG00000024890	0.009090909	1.006075	0.009090909	0.1994528	16.02785	0.009090909	0.289428	1.820741	3.434104	1.797105
ENSGALG00000008133	3.684028	18.07078	0.009090909	0.009090909	0.009090909	14.49527	2.449985	0.009090909	0.1862984	7.12554
ENSGALG00000020449	12.81911	0.6265874	26.28879	18.62571	12.02696	3.196011	472.8269	111.8659	4.631666	10.98001
ENSGALG00000016132	0.2153475	3.881718	10.1295	0.4671487	8.222056	0.009090909	19.6684	0.7485557	1.822408	3.425732
ENSGALG00000013764	0.5439286	1.217431	0.3868885	3.670434	19.68397	0.009090909	0.2636817	3.229923	4.323436	0.5814946
ENSGALG00000000137	16.97548	58.95357	483.2894	0.009090909	16.04503	4.268591	3.025213	1.343798	0.009090909	0.009090909
ENSGALG00000008889	3.269848	0.2180096	4.273216	62.23727	0.009090909	11.90579	0.3040877	15.57328	45.1642	2.667636
ENSGALG00000010865	0.009090909	21.00532	0.1798976	0.523033	0.009090909	42.40945	25.49528	1.342768	6.381498	57.52399
ENSGALG00000006078	1.799309	2.253251	2.25568	4.359294	5.854542	0.009090909	24.58894	0.009090909	0.009090909	31.56566
ENSGALG00000020326	0.009090909	0.009090909	3.249895	22.39924	7.402205	0.4579063	0.009090909	7.357444	4.950204	10.89545
ENSGALG00000013041	0.4798074	0.3915632	3.817007	13.8101	0.009090909	4.715359	0.2857884	54.41652	0.3776929	14.37086
ENSGALG00000009204	0.009090909	5.267844	0.009090909	16.3381	10.81004	0.009090909	13.48367	27.7121	0.009090909	0.009090909
ENSGALG00000012898	0.3204265	0.5451188	0.2534093	0.009090909	0.009090909	16.63831	20.55733	9.472184	6.435876	139.8876
ENSGALG00000014816	2.062354	30.81344	7.794566	14.97701	10.33225	0.009090909	3.41107	7.025792	11.82661	26.85427
ENSGALG00000014064	10.11871	29.00113	6.416673	0.009090909	2.275119	45.44496	0.009090909	10.55817	41.46221	7.130577
ENSGALG00000010669	9.181934	0.248987	0.7216943	0.009090909	8.923648	0.1710907	0.4388045	0.009090909	5.219525	3.979558
ENSGALG00000020057	23.33134	0.4560797	0.3685777	5.073939	0.1797577	6.082046	9.897506	5.852137	1.127702	2.379449
ENSGALG00000003893	0.009090909	0.009090909	11.5342	3.571223	12.75532	0.2136957	5.251066	2.35631	0.2320164	3.487307
ENSGALG00000015682	5.331294	0.009090909	10.95996	1.129769	6.121539	35.60382	10.71739	7.893755	14.31669	18.49059
ENSGALG00000008670	1.663412	10.08086	4.555259	0.009090909	1.340977	0.3772592	5.067445	0.009090909	0.009090909	8.868584
ENSGALG00000003517	2.220756	2.023935	4.231946	2.613618	19.73632	6.521443	23.08918	44.3198	23.0586	7.501013
ENSGALG00000013018	3.992944	3.878405	11.23431	2.282121	0.009090909	102.9779	1.69045	40.29137	1.452335	0.009090909
ENSGALG00000006048	3.363743	14.86455	0.009090909	0.8856481	2.668718	1.405992	13.31064	5.939918	8.451803	21.61645
ENSGALG00000013874	0.009090909	6.13799	1.097977	0.621067	409.5184	0.009090909	4.907254	33.91086	9.12953	33.85121
ENSGALG00000009039	16.68616	28.39408	3.427812	2.092019	0.009090909	4.448802	10.54732	8.532186	4.102764	0.009090909
ENSGALG00000005383	0.009090909	0.009090909	31.65688	0.009090909	0.9862118	3.103706	0.2093633	2.685494	1.134585	17.60495
ENSGALG00000011720	0.009090909	6.804778	0.009090909	6.743252	0.009090909	6.484573	4.396565	0.009090909	2.305465	10.96219
ENSGALG00000011168	0.009090909	0.161539	0.009090909	0.009090909	0.009090909	8.46025	0.009090909	26.57252	2.593158	0.1710907
ENSGALG00000000624	247.1939	0.009090909	16.08823	34.24384	0.009090909	0.4641585	3.819785	0.3353239	0.009090909	1.366156
ENSGALG00000015308	40.70653	0.009090909	1.905837	18.20914	2.448465	134.3509	776.9689	0.4928939	5.999453	2.920581
ENSGALG00000013916	0.009090909	2.022103	5.407879	0.009090909	5.392183	5.096953	34.14783	0.009090909	71.26352	5.113258
ENSGALG00000003695	1.527367	0.009090909	7.469824	1.314475	39.7033	0.4022266	2.724647	6.556538	0.3596454	4.786284
ENSGALG00000003683	0.009090909	11.213	0.009090909	1.640204	0.009090909	55.18658	0.4288847	3.39067	0.2752942	0.4943137
ENSGALG00000014869	26.92091	0.5347089	0.3219631	0.009090909	15.17517	2.908984	1601.859	20.4547	1.75157	1.561169
ENSGALG00000006558	0.2562842	0.009090909	17.00404	0.009090909	1.28592	0.009090909	6.130169	16.29155	32.69966	0.009090909
ENSGALG00000014217	42.89631	4.835621	1.569525	0.009090909	17.64462	0.009090909	4.972901	0.009090909	20.73603	16.21839
ENSGALG00000011523	17.65026	9.395966	0.009090909	2.507004	8.544159	0.1449949	6.938914	39.14858	0.009090909	2.054271
ENSGALG00000002110	14.7894	15.92641	14.28134	0.423004	0.1519788	1.016896	17.27212	0.009090909	12.93864	0.009090909
ENSGALG00000010299	0.009090909	0.1784165	0.307593	3.495326	101.5252	2.216078	23.1449	8.675809	0.009090909	21.47224
ENSGALG00000008560	0.009090909	3.448104	0.2223986	98.03771	0.6509994	2.782214	0.009090909	4.291019	9.941756	2.869053
ENSGALG00000008740	35.94388	0.580775	3.998926	4.882541	1.470873	1.180033	2.237756	9.720738	1.258464	0.009090909
ENSGALG00000006346	0.009090909	32.20902	0.009090909	16.86448	0.009090909	0.009090909	14.12191	91.66691	0.009090909	0.2497883
ENSGALG00000015267	6.368539	0.009090909	0.1511071	29.98492	0.9434909	45.2044	4.163274	0.4684946	11.64401	0.8228621
ENSGALG00000015441	0.009090909	6.214868	64.45933	1.025192	14.06317	0.009090909	4.450233	0.009090909	18.86162	0.7658329
ENSGALG00000021198	4.118708	2.149347	0.2235247	0.009090909	6.05848	7.824784	1.894993	2.144827	17.80089	2.004195
ENSGALG00000006405	0.009090909	25.96304	22.99548	27.43167	7.528757	1.459112	0.987726	0.6067458	0.3229657	15.78158
ENSGALG00000002835	16.15391	41.09166	18.63317	5.8277	0.009090909	6.237526	0.009090909	2.18614	0.009090909	35.73375
ENSGALG00000019336	0.4589243	0.009090909	1.412347	400.5228	0.009090909	4.145777	2.415629	10.75668	43.25011	37.14569
